0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;99;1
1;100;99;1
1;100;99;1
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;99;0
0;100;89;0
1;100;89;1
1;100;89;1
1;100;89;1
1;100;89;1
1;100;89;1
1;100;89;1
1;100;89;1
1;100;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;99;89;1
1;98;89;1
1;98;89;1
1;98;89;1
1;98;89;1
1;98;89;1
1;98;89;1
1;98;89;1
1;98;89;1
1;98;89;1
1;97;89;1
1;97;89;1
1;97;89;1
1;97;79;1
1;97;79;1
1;97;79;1
1;96;79;1
1;96;79;1
1;96;79;1
1;96;79;1
1;96;78;1
1;96;78;1
1;96;78;1
1;96;78;1
